Sample,Shannon,Bio1,Bio2,Bio3,Bio4,Bio5,Bio6,Bio7,Bio8,Bio9,Bio10,Bio11,Bio12,Bio13,Bio14,Bio15,Bio16,Bio17,Bio18,Bio19,GMR,GR,GLH,HFT,FVC,NDVI,GDP,CHEQ,PSD,DEM
IPB24C-122,5.247927513,-0.658608674,-0.31727497,-0.882589255,1.164567187,0.552174283,-0.933307352,1.223688911,0.968900246,-0.702810064,0.441220988,-1.043248272,-0.733337393,-0.772201876,0.414230911,-0.77817271,-0.916643439,0.480068082,-0.788244712,0.597400888,-0.412096738,-0.777311937,0.446081933,0.261567628,-1.03418333,-0.012774194,-0.122782167,-0.413346018,-0.166988325,-0.760698866
IPB24C-123,3.807354922,-0.601569567,-0.559717337,-0.99066217,1.145011086,0.552174283,-0.835616638,1.133889776,1.026639293,0.381346631,0.49226483,-0.991811493,-0.726576979,-0.708946091,0.603640672,-0.63936582,-0.850422725,0.454963344,-0.719620832,0.748501436,-0.485180438,-0.741004914,0.066756202,0.051983754,0.094730604,0.826802543,-0.123991651,-0.382640612,-0.168744773,-0.775872701
IPB24C-124,3.121928095,-0.648101328,-0.370611925,-0.905127426,1.156025127,0.552174283,-0.908884674,1.201239127,0.981731017,-0.684860415,0.452563951,-1.031378195,-0.733337393,-0.724760037,0.414230911,-0.651822822,-0.839385939,0.480068082,-0.708183519,0.597400888,-0.448638588,-0.751861071,0.352984319,0.411430549,0.094730604,1.11149355,-0.104841486,-0.950488633,-0.142398051,-0.774138549
IPB24C-125,6.558967328,-0.601569567,-0.133018504,-0.844229738,1.301875564,0.687735029,-1.030998067,1.40328718,0.237538983,-1.22334893,0.588680861,-1.106555152,-0.770519671,-0.946155286,0.224821151,-0.933147422,-0.93871701,0.530277558,-0.851149935,0.230442414,-0.558264137,-0.698834673,-0.795781604,1.32674221,-1.03418333,-1.114881908,-0.119032766,-0.698130512,-0.018861198,-0.770843659
IPB24C-126,6.209533099,-0.601569567,-0.133018504,-0.844229738,1.301875564,0.687735029,-1.030998067,1.40328718,0.237538983,-1.22334893,0.588680861,-1.106555152,-0.770519671,-0.946155286,0.224821151,-0.933147422,-0.93871701,0.530277558,-0.851149935,0.230442414,-0.558264137,-0.698834673,-0.795781604,1.32674221,-1.03418333,-1.114881908,-0.119032766,-0.698130512,-0.018861198,-0.770843659
IPB24C-127,6.019325124,-0.601569567,-0.133018504,-0.844229738,1.301875564,0.687735029,-1.030998067,1.40328718,0.237538983,-1.22334893,0.588680861,-1.106555152,-0.770519671,-0.946155286,0.224821151,-0.933147422,-0.93871701,0.530277558,-0.851149935,0.230442414,-0.558264137,-0.698834673,-0.795781604,1.32674221,-1.03418333,-1.114881908,-0.119032766,-0.698130512,-0.018861198,-0.770843659
IPB24C-128,4.627986807,-0.601569567,-0.133018504,-0.844229738,1.301875564,0.687735029,-1.030998067,1.40328718,0.237538983,-1.22334893,0.588680861,-1.106555152,-0.770519671,-0.946155286,0.224821151,-0.933147422,-0.93871701,0.530277558,-0.851149935,0.230442414,-0.558264137,-0.698834673,-0.795781604,1.32674221,-1.03418333,-1.114881908,-0.119032766,-0.698130512,-0.018861198,-0.770843659
IPB24C-21,3.321928095,0.488180604,-0.656694226,-0.605291546,0.301026304,0.653844842,0.385517291,0.078749943,-0.468160353,0.33108757,0.679425582,0.155624861,1.470557616,1.678959809,1.929508995,0.078389213,1.329342445,1.584676555,0.395517211,1.870962652,0.647616904,-0.287847413,0.057407072,-0.743185331,-0.469726363,0.361199406,-0.289166868,0.340282293,-0.313359003,-0.439273677
IPB24C-22,3.418295834,1.567422347,-0.263937434,0.087868015,-0.425115295,0.924966334,1.338001755,-0.617193126,1.347412033,1.239338088,1.042404123,1.231840562,0.835078687,0.730123028,0.319526031,0.208160409,0.567804234,0.279230177,0.424110494,0.705329851,-0.119761941,0.833700486,-0.257615757,-0.856593108,0.094730604,1.11149355,-0.3007376,0.41592254,-0.305162245,-0.603237808
IPB24C-23,3.906890596,1.567422347,-0.263937434,0.087868015,-0.425115295,0.924966334,1.338001755,-0.617193126,1.347412033,1.239338088,1.042404123,1.231840562,0.835078687,0.730123028,0.319526031,0.208160409,0.567804234,0.279230177,0.424110494,0.705329851,-0.119761941,0.833700486,-0.257615757,-0.856593108,0.094730604,1.11149355,-0.3007376,0.41592254,-0.305162245,-0.603237808
IPB24C-24,2,1.508882087,-1.044602362,-0.04495541,-0.759588776,0.348833163,1.704341934,-1.335586428,1.045885642,1.386524848,0.747484037,1.401977969,2.586025949,2.10593636,0.224821151,0.502104203,1.881181728,0.304334915,1.956710471,0.381542962,-0.339013039,-0.305093299,1.042951534,-0.762605779,0.094730604,0.391047629,-0.271306819,0.56907211,-0.240759147,-0.521299096
IPB24C-25,3.700439718,1.594440929,-0.933078868,-0.236640403,-0.490552065,0.789405588,1.582228541,-0.931490322,1.289672986,1.307546476,1.036732472,1.303060977,1.582104449,1.062215901,0.982460193,0.115997422,1.103088339,0.480068082,1.09319332,0.575815095,-0.19284564,-0.272531323,-0.75118035,0.531775849,0.094730604,-0.36266689,0.005382835,-0.921273845,-0.198018909,-0.753762255
IPB24C-26,4.247927513,1.64097269,-0.957323075,-0.25670115,-0.480144785,0.823295775,1.606651219,-0.931489873,1.34099607,1.336266001,1.093447624,1.330757554,1.47731803,0.998960116,0.982460193,0.085656142,1.009275661,0.50517282,0.984538844,0.597400888,-0.19284564,-0.325658221,-0.806929408,1.022983495,1.788101505,-2.108527324,0.100569237,-1.179425725,-0.124248087,-0.774051841
IPB24C-27,1.584962501,1.64097269,-0.957323075,-0.25670115,-0.480144785,0.823295775,1.606651219,-0.931489873,1.34099607,1.336266001,1.093447624,1.330757554,1.47731803,0.998960116,0.982460193,0.085656142,1.009275661,0.50517282,0.984538844,0.597400888,-0.19284564,-0.325658221,-0.806929408,1.022983495,1.788101505,-2.108527324,0.100569237,-1.179425725,-0.124248087,-0.774051841
IPB24C-28,5.376629167,1.309244671,-0.962171731,-0.105665663,-0.633531959,0.28105279,1.460115148,-1.155988159,1.21268759,1.224978541,0.656739657,1.20810074,1.000708833,0.445471993,0.13011627,0.018207051,0.611951376,0.078392273,0.795823175,0.511057718,-0.265929339,0.405128451,0.356990085,-0.624546387,0.094730604,1.11149355,-0.257800913,0.012923858,-0.280571971,-0.610868079
IPB24C-29,2.807354922,1.519389434,-0.583961487,-0.07297439,-0.472287714,0.755515402,1.362424434,-0.751892053,1.187025278,1.250107856,0.974345328,1.239754073,1.484078444,1.157099579,0.508935791,0.119083631,1.058941196,0.354544392,1.013132127,0.856430399,-0.22938749,-0.791156516,-0.924591721,0.264297013,-1.03418333,1.11149355,-0.255260996,0.00387102,-0.24368656,-0.74552503
IPB24C-30,5.07214016,0.897961701,-0.816706601,-0.140350133,-0.551611542,0.077711671,1.069352291,-0.931489873,0.48774152,0.930604807,0.339133646,0.883653185,1.774776252,1.299425096,0.603640672,0.132762145,1.224492981,0.37964913,1.299064958,0.921187777,-0.15630379,-0.722836179,-0.783982243,-1.21414191,-0.469726363,0.638506345,-0.258728184,2.318164221,-0.253639767,-0.232996223
IPB24C-32,6.436704346,0.813904012,0.240343085,-0.000520749,-0.077682522,0.857185961,0.507630683,0.101199727,-0.256450898,0.636231072,0.668082279,0.55920563,0.581563157,0.129193066,0.603640672,-0.486220236,0.225663878,0.781324938,-0.45084397,1.352903629,0.099489158,0.291460413,-0.549347475,-0.275225512,0.094730604,-0.319470723,-0.302793723,-0.698114921,-0.359612138,-0.473436484
IPB24C-58,0.918295834,-0.612076553,-0.118472538,-0.836009765,1.306038476,0.687735029,-1.030998067,1.40328718,0.237538983,-1.226938817,0.58300921,-1.110511789,-0.787420706,-0.93034134,0.224821151,-0.912403864,-0.93871701,0.50517282,-0.856868591,0.208856621,-0.594805987,-0.686485179,-0.780673938,1.32674221,1.788101505,-1.277526022,-0.119032766,-0.845898079,-0.018861198,-0.771710735
IPB24C-59,1,-0.612076553,-0.118472538,-0.836009765,1.306038476,0.687735029,-1.030998067,1.40328718,0.237538983,-1.226938817,0.58300921,-1.110511789,-0.787420706,-0.93034134,0.224821151,-0.912403864,-0.93871701,0.50517282,-0.856868591,0.208856621,-0.594805987,-0.686485179,-0.780673938,1.32674221,1.788101505,-1.277526022,-0.119032766,-0.845898079,-0.018861198,-0.771710735
IPB24C-60,2.584962501,-0.612076553,-0.118472538,-0.836009765,1.306038476,0.687735029,-1.030998067,1.40328718,0.237538983,-1.226938817,0.58300921,-1.110511789,-0.787420706,-0.93034134,0.224821151,-0.912403864,-0.93871701,0.50517282,-0.856868591,0.208856621,-0.594805987,-0.686485179,-0.780673938,1.32674221,1.788101505,-1.277526022,-0.119032766,-0.845898079,-0.018861198,-0.771710735
IPB24C-61,0.970950594,-0.612076553,-0.118472538,-0.836009765,1.306038476,0.687735029,-1.030998067,1.40328718,0.237538983,-1.226938817,0.58300921,-1.110511789,-0.787420706,-0.93034134,0.224821151,-0.912403864,-0.93871701,0.50517282,-0.856868591,0.208856621,-0.594805987,-0.686485179,-0.780673938,1.32674221,1.788101505,-1.277526022,-0.119032766,-0.845898079,-0.018861198,-0.771710735
IPB24C-62,7.093106221,-0.612076553,-0.118472538,-0.836009765,1.306038476,0.687735029,-1.030998067,1.40328718,0.237538983,-1.226938817,0.58300921,-1.110511789,-0.787420706,-0.93034134,0.224821151,-0.912403864,-0.93871701,0.50517282,-0.856868591,0.208856621,-0.594805987,-0.686485179,-0.780673938,1.32674221,1.788101505,-1.277526022,-0.119032766,-0.845898079,-0.018861198,-0.771710735
IPB24C-63,6.658752281,-0.612076553,-0.118472538,-0.836009765,1.306038476,0.687735029,-1.030998067,1.40328718,0.237538983,-1.226938817,0.58300921,-1.110511789,-0.787420706,-0.93034134,0.224821151,-0.912403864,-0.93871701,0.50517282,-0.856868591,0.208856621,-0.594805987,-0.686485179,-0.780673938,1.32674221,1.788101505,-1.277526022,-0.119032766,-0.845898079,-0.018861198,-0.771710735
IPB24C-65,1.5,-0.612076553,-0.118472538,-0.836009765,1.306038476,0.687735029,-1.030998067,1.40328718,0.237538983,-1.226938817,0.58300921,-1.110511789,-0.787420706,-0.93034134,0.224821151,-0.912403864,-0.93871701,0.50517282,-0.856868591,0.208856621,-0.594805987,-0.686485179,-0.780673938,1.32674221,1.788101505,-1.277526022,-0.119032766,-0.845898079,-0.018861198,-0.771710735
IPB24C-66,6.715569828,-0.612076553,-0.118472538,-0.836009765,1.306038476,0.687735029,-1.030998067,1.40328718,0.237538983,-1.226938817,0.58300921,-1.110511789,-0.787420706,-0.93034134,0.224821151,-0.912403864,-0.93871701,0.50517282,-0.856868591,0.208856621,-0.594805987,-0.686485179,-0.780673938,1.32674221,1.788101505,-1.277526022,-0.119032766,-0.845898079,-0.018861198,-0.771710735
IPB24C-68,7.480928794,-0.601569567,-0.133018504,-0.844229738,1.301875564,0.687735029,-1.030998067,1.40328718,0.237538983,-1.22334893,0.588680861,-1.106555152,-0.770519671,-0.946155286,0.224821151,-0.933147422,-0.93871701,0.530277558,-0.851149935,0.230442414,-0.558264137,-0.698834673,-0.795781604,1.32674221,-1.03418333,-1.114881908,-0.119032766,-0.698130512,-0.018861198,-0.770843659
IPB24C-69,5.603586383,-0.601569567,-0.133018504,-0.844229738,1.301875564,0.687735029,-1.030998067,1.40328718,0.237538983,-1.22334893,0.588680861,-1.106555152,-0.770519671,-0.946155286,0.224821151,-0.933147422,-0.93871701,0.530277558,-0.851149935,0.230442414,-0.558264137,-0.698834673,-0.795781604,1.32674221,-1.03418333,-1.114881908,-0.119032766,-0.698130512,-0.018861198,-0.770843659
IPB24C-70,6.804214899,-0.601569567,-0.133018504,-0.844229738,1.301875564,0.687735029,-1.030998067,1.40328718,0.237538983,-1.22334893,0.588680861,-1.106555152,-0.770519671,-0.946155286,0.224821151,-0.933147422,-0.93871701,0.530277558,-0.851149935,0.230442414,-0.558264137,-0.698834673,-0.795781604,1.32674221,-1.03418333,-1.114881908,-0.119032766,-0.698130512,-0.018861198,-0.770843659
IPB24C-71,3.664497779,-0.601569567,-0.133018504,-0.844229738,1.301875564,0.687735029,-1.030998067,1.40328718,0.237538983,-1.22334893,0.588680861,-1.106555152,-0.770519671,-0.946155286,0.224821151,-0.933147422,-0.93871701,0.530277558,-0.851149935,0.230442414,-0.558264137,-0.698834673,-0.795781604,1.32674221,-1.03418333,-1.114881908,-0.119032766,-0.698130512,-0.018861198,-0.770843659
IPB24C-72,0,-0.601569567,-0.133018504,-0.844229738,1.301875564,0.687735029,-1.030998067,1.40328718,0.237538983,-1.22334893,0.588680861,-1.106555152,-0.770519671,-0.946155286,0.224821151,-0.933147422,-0.93871701,0.530277558,-0.851149935,0.230442414,-0.558264137,-0.698834673,-0.795781604,1.32674221,-1.03418333,-1.114881908,-0.119032766,-0.698130512,-0.018861198,-0.770843659
IPB24C-73,7.091241342,-0.601569567,-0.133018504,-0.844229738,1.301875564,0.687735029,-1.030998067,1.40328718,0.237538983,-1.22334893,0.588680861,-1.106555152,-0.770519671,-0.946155286,0.224821151,-0.933147422,-0.93871701,0.530277558,-0.851149935,0.230442414,-0.558264137,-0.698834673,-0.795781604,1.32674221,-1.03418333,-1.114881908,-0.119032766,-0.698130512,-0.018861198,-0.770843659
IPB24C-74,5.996696162,-0.613577705,-0.123321193,-0.838749684,1.303789535,0.687735029,-1.030998067,1.40328718,0.23112379,-1.226938817,0.577337899,-1.110511789,-0.787420706,-0.946155286,0.224821151,-0.936151965,-0.949753796,0.50517282,-0.868305904,0.208856621,-0.594805987,-0.675914951,-0.765094685,1.32674221,1.788101505,-1.752310595,-0.116089688,-0.988233866,-0.012420888,-0.771710735
IPB24C-76,6.549866659,-0.601569567,-0.133018504,-0.844229738,1.301875564,0.687735029,-1.030998067,1.40328718,0.237538983,-1.22334893,0.588680861,-1.106555152,-0.770519671,-0.946155286,0.224821151,-0.933147422,-0.93871701,0.530277558,-0.851149935,0.230442414,-0.558264137,-0.696479007,-0.792240411,0.740487466,-1.03418333,-1.114881908,-0.119032766,-0.402006668,-0.018861198,-0.770843659
IPB24C-77,6.952046682,-0.601569567,-0.133018504,-0.844229738,1.301875564,0.687735029,-1.030998067,1.40328718,0.237538983,-1.22334893,0.588680861,-1.106555152,-0.770519671,-0.946155286,0.224821151,-0.933147422,-0.93871701,0.530277558,-0.851149935,0.230442414,-0.558264137,-0.696479007,-0.792240411,0.740487466,-1.03418333,-1.114881908,-0.119032766,-0.402006668,-0.018861198,-0.770843659
IPB24C-78,6.616500319,-0.601569567,-0.133018504,-0.844229738,1.301875564,0.687735029,-1.030998067,1.40328718,0.237538983,-1.22334893,0.588680861,-1.106555152,-0.770519671,-0.946155286,0.224821151,-0.933147422,-0.93871701,0.530277558,-0.851149935,0.230442414,-0.558264137,-0.696479007,-0.792240411,0.740487466,-1.03418333,-1.114881908,-0.119032766,-0.402006668,-0.018861198,-0.770843659
IPB24C-79,1,-0.601569567,-0.133018504,-0.844229738,1.301875564,0.687735029,-1.030998067,1.40328718,0.237538983,-1.22334893,0.588680861,-1.106555152,-0.770519671,-0.946155286,0.224821151,-0.933147422,-0.93871701,0.530277558,-0.851149935,0.230442414,-0.558264137,-0.696479007,-0.792240411,0.740487466,-1.03418333,-1.114881908,-0.119032766,-0.402006668,-0.018861198,-0.770843659
IPB24C-82,5.402569011,-0.601569567,-0.133018504,-0.844229738,1.301875564,0.687735029,-1.030998067,1.40328718,0.237538983,-1.22334893,0.588680861,-1.106555152,-0.770519671,-0.946155286,0.224821151,-0.933147422,-0.93871701,0.530277558,-0.851149935,0.230442414,-0.558264137,-0.696479007,-0.792240411,0.740487466,-1.03418333,-1.114881908,-0.119032766,-0.402006668,-0.018861198,-0.770843659
IPB24C-83,5.222274414,-0.601569567,-0.133018504,-0.844229738,1.301875564,0.687735029,-1.030998067,1.40328718,0.237538983,-1.22334893,0.588680861,-1.106555152,-0.770519671,-0.946155286,0.224821151,-0.933147422,-0.93871701,0.530277558,-0.851149935,0.230442414,-0.558264137,-0.696479007,-0.792240411,0.740487466,-1.03418333,-1.114881908,-0.119032766,-0.402006668,-0.018861198,-0.770843659
IPB24C-84,6.138875234,-0.526517712,-0.142716396,-0.858004611,1.320234531,0.823295775,-0.957730031,1.425736964,0.333770728,-1.191039604,0.67375393,-1.070945039,-0.713056151,-0.867085554,0.319526031,-0.898324119,-0.883533082,0.580487034,-0.776807398,0.273613999,-0.594805987,-0.773112859,-0.903793829,1.25485463,1.788101505,-2.879740844,-0.049769641,-0.58094446,0.125167549,-0.762172895
IPB24C-86,4.512647281,-0.583556819,-0.162112181,-0.860669362,1.304720959,0.721625215,-1.006575388,1.40328718,0.263200525,-1.212579119,0.605695815,-1.094685075,-0.76037905,-0.946155286,0.319526031,-0.937331564,-0.933198617,0.555382296,-0.839712621,0.252028206,-0.558264137,-0.720875199,-0.826170013,1.32674221,1.788101505,-0.315708769,-0.08746523,-0.961647078,0.046712866,-0.772317688
IPB24C-88,1.584962501,-0.583556819,-0.162112181,-0.860669362,1.304720959,0.721625215,-1.006575388,1.40328718,0.263200525,-1.212579119,0.605695815,-1.094685075,-0.76037905,-0.946155286,0.319526031,-0.937331564,-0.933198617,0.555382296,-0.839712621,0.252028206,-0.558264137,-0.720875199,-0.826170013,1.32674221,1.788101505,-0.315708769,-0.08746523,-0.961647078,0.046712866,-0.772317688
IPB24C-89,5.14408266,-0.583556819,-0.162112181,-0.860669362,1.304720959,0.721625215,-1.006575388,1.40328718,0.263200525,-1.212579119,0.605695815,-1.094685075,-0.76037905,-0.946155286,0.319526031,-0.937331564,-0.933198617,0.555382296,-0.839712621,0.252028206,-0.558264137,-0.720875199,-0.826170013,1.32674221,1.788101505,-0.315708769,-0.08746523,-0.961647078,0.046712866,-0.772317688
IPB24C-90,6.442768638,-0.583556819,-0.162112181,-0.860669362,1.304720959,0.721625215,-1.006575388,1.40328718,0.263200525,-1.212579119,0.605695815,-1.094685075,-0.76037905,-0.946155286,0.319526031,-0.937331564,-0.933198617,0.555382296,-0.839712621,0.252028206,-0.558264137,-0.720875199,-0.826170013,1.32674221,1.788101505,-0.315708769,-0.08746523,-0.961647078,0.046712866,-0.772317688
IPB24C-91,5.309101316,-0.583556819,-0.162112181,-0.860669362,1.304720959,0.721625215,-1.006575388,1.40328718,0.263200525,-1.212579119,0.605695815,-1.094685075,-0.76037905,-0.946155286,0.319526031,-0.937331564,-0.933198617,0.555382296,-0.839712621,0.252028206,-0.558264137,-0.720875199,-0.826170013,1.32674221,1.788101505,-0.315708769,-0.08746523,-0.961647078,0.046712866,-0.772317688
IPB24C-92,5.884513436,-0.583556819,-0.162112181,-0.860669362,1.304720959,0.721625215,-1.006575388,1.40328718,0.263200525,-1.212579119,0.605695815,-1.094685075,-0.76037905,-0.946155286,0.319526031,-0.937331564,-0.933198617,0.555382296,-0.839712621,0.252028206,-0.558264137,-0.720875199,-0.826170013,1.32674221,1.788101505,-0.315708769,-0.08746523,-0.961647078,0.046712866,-0.772317688
IPB24C-95,6.309158682,-0.583556819,-0.162112181,-0.860669362,1.304720959,0.721625215,-1.006575388,1.40328718,0.263200525,-1.212579119,0.605695815,-1.094685075,-0.76037905,-0.946155286,0.319526031,-0.937331564,-0.933198617,0.555382296,-0.839712621,0.252028206,-0.558264137,-0.720875199,-0.826170013,1.32674221,1.788101505,-0.315708769,-0.08746523,-0.961647078,0.046712866,-0.772317688
IPB24C-96,5.383304181,-0.583556819,-0.162112181,-0.860669362,1.304720959,0.721625215,-1.006575388,1.40328718,0.263200525,-1.212579119,0.605695815,-1.094685075,-0.76037905,-0.946155286,0.319526031,-0.937331564,-0.933198617,0.555382296,-0.839712621,0.252028206,-0.558264137,-0.720875199,-0.826170013,1.32674221,1.788101505,-0.315708769,-0.08746523,-0.961647078,0.046712866,-0.772317688
IPB24C-97,7.075237968,-0.583556819,-0.162112181,-0.860669362,1.304720959,0.721625215,-1.006575388,1.40328718,0.263200525,-1.212579119,0.605695815,-1.094685075,-0.76037905,-0.946155286,0.319526031,-0.937331564,-0.933198617,0.555382296,-0.839712621,0.252028206,-0.558264137,-0.720875199,-0.826170013,1.32674221,1.788101505,-0.315708769,-0.08746523,-0.961647078,0.046712866,-0.772317688
IPB24C-99,6.346138777,-0.615078857,-0.225147028,-0.871528203,1.267063407,0.619954656,-1.006575388,1.335937829,0.199046285,-0.756659013,0.548979982,-1.094685075,-0.763759257,-0.914527393,0.224821151,-0.935540353,-0.93871701,0.50517282,-0.856868591,0.230442414,-0.594805987,-0.610632379,-0.6862637,0.376650436,-1.03418333,0.601987915,-0.120806676,0.316333859,-0.022374095,-0.770670243
IPB24D-33,1.584962501,1.085590979,0.14821456,0.057442251,-0.206335877,0.958856521,0.800702826,-0.100848775,-0.02549471,0.862396203,0.821214144,0.812433007,0.615365227,0.11337912,0.319526031,-0.506869383,0.164961557,0.655801248,-0.342189494,1.266560459,-0.083220091,-0.143440182,-0.337313869,0.559571964,1.788101505,-1.308749163,-0.274290213,-1.177604589,-0.258323628,-0.561531437
IPB24D-34,7.244966902,0.816905957,0.230645192,-0.007177504,-0.081685369,0.857185961,0.507630683,0.101199727,-0.256450898,0.643410846,0.668082279,0.563162386,0.557901707,0.11337912,0.508935791,-0.499888922,0.2091087,0.781324938,-0.48515591,1.331317837,0.099489158,0.294604127,-0.511433077,-0.627629587,0.094730604,0.440953412,-0.306704388,-0.25019955,-0.37307824,-0.478725649
IPB24D-35,2.128085279,-0.522014615,-0.661543289,-0.408269178,-0.049585134,-0.701762619,-0.176204317,-0.302896604,-1.622941294,-0.128422466,-0.573984189,-0.335003227,1.064932767,0.888262491,1.455984594,-0.262424461,0.738874412,0.906848628,0.02380453,1.676690518,0.136031008,0.823452299,1.470543992,-1.69790342,-0.469726363,0.555480896,-0.312550228,1.999468695,-0.395912066,0.4989896
IPB24D-36,3.807354922,-0.522014615,-0.661543289,-0.408269178,-0.049585134,-0.701762619,-0.176204317,-0.302896604,-1.622941294,-0.128422466,-0.573984189,-0.335003227,1.064932767,0.888262491,1.455984594,-0.262424461,0.738874412,0.906848628,0.02380453,1.676690518,0.136031008,0.823452299,1.470543992,-1.69790342,-0.469726363,0.555480896,-0.312550228,1.999468695,-0.395912066,0.4989896
IPB24D-38,5.277613437,0.79288968,-0.254240124,-0.387314069,0.242126409,1.06052708,0.556476041,0.190998413,-0.134556841,0.50340386,0.951658722,0.393025453,0.412552803,0.192448851,0.793050432,-0.253718984,0.336031735,0.50517282,-0.57093576,1.288146251,0.099489158,-0.346575121,-0.877850612,0.187689363,0.094730604,0.371140665,-0.307671975,-0.055845217,-0.397668514,-0.626388745
IPB24D-39,1.584962501,0.4731698,-0.259089361,-0.513644557,0.425667329,0.958856521,0.214558541,0.437946482,-0.384759378,0.226979883,0.804199189,0.072534416,0.08129251,-0.044760344,0.698345552,-0.388550082,0.027001736,0.454963344,-0.713902175,0.748501436,0.318740256,-0.793554111,0.593910343,1.038979756,0.094730604,0.503110628,-0.282434073,-0.672541514,-0.240173664,-0.491471671
IPB24D-41,1.49111485,0.79288968,-0.254240124,-0.387314069,0.242126409,1.06052708,0.556476041,0.190998413,-0.134556841,0.50340386,0.951658722,0.393025453,0.412552803,0.192448851,0.793050432,-0.253718984,0.336031735,0.50517282,-0.57093576,1.288146251,0.099489158,-0.346575121,-0.877850612,0.187689363,0.094730604,0.371140665,-0.307671975,-0.055845217,-0.397668514,-0.626388745
IPB24D-42,4.277613437,0.476171745,-0.220297791,-0.34071905,0.18223902,0.721625215,0.361094612,0.14609907,-0.49382228,0.341857338,0.605695135,0.218931527,0.483537152,0.271518583,0.982460193,-0.194495959,0.42432602,0.454963344,-0.508030537,1.352903629,0.099489158,-0.543314536,-0.710936598,-1.432721288,-0.469726363,1.11149355,-0.311542324,1.503219756,-0.408207203,-0.318489947
IPB24D-43,4.169925001,0.79288968,-0.254240124,-0.387314069,0.242126409,1.06052708,0.556476041,0.190998413,-0.134556841,0.50340386,0.951658722,0.393025453,0.412552803,0.192448851,0.793050432,-0.253718984,0.336031735,0.50517282,-0.57093576,1.288146251,0.099489158,-0.346575121,-0.877850612,0.187689363,0.094730604,0.371140665,-0.307671975,-0.055845217,-0.397668514,-0.626388745
IPB24D-46,3.689891669,1.663488174,-1.282195958,-0.22617757,-0.721161306,0.48439391,1.850878005,-1.380485996,1.514213211,1.487042755,0.923301486,1.489024695,2.12293758,1.868727165,-0.05929349,0.732526255,2.035696728,-0.197759845,2.271236585,-0.201273438,-0.22938749,-0.690607851,0.015219564,0.617993813,0.094730604,1.11149355,5.91468043,0.04525407,5.476479553,-0.687430917
IPB24D-47,3.459431619,1.502877838,-0.8312528,-0.197668109,-0.434576154,0.789405588,1.508960505,-0.864141196,1.225517976,1.242928083,0.991360282,1.212057258,1.274505606,0.951518276,0.982460193,0.006464313,0.821650304,0.50517282,0.704324669,0.770087229,-0.22938749,-0.78627633,-0.950168694,0.767307414,0.094730604,0.084045509,-0.243770897,-0.56296902,-0.25012687,-0.740235865
IPB24D-48,3.584962501,1.258209453,-0.836102037,-0.201627436,-0.456721835,0.552174283,1.338001755,-0.864140971,0.949654282,1.102920881,0.747484037,1.061703392,1.352250368,1.014774062,0.982460193,0.013052167,0.860279054,0.480068082,0.744355265,0.834844607,-0.19284564,-0.796225888,-0.930589803,-0.222336819,0.094730604,0.295781603,-0.245706071,1.727749195,-0.254810732,-0.521732634
IPB24D-50,4.087462841,1.258209453,-0.836102037,-0.201627436,-0.456721835,0.552174283,1.338001755,-0.864140971,0.949654282,1.102920881,0.747484037,1.061703392,1.352250368,1.014774062,0.982460193,0.013052167,0.860279054,0.480068082,0.744355265,0.834844607,-0.19284564,-0.796225888,-0.930589803,-0.222336819,0.094730604,0.295781603,-0.245706071,1.727749195,-0.254810732,-0.521732634
IPB24D-51,5.469670487,1.258209453,-0.836102037,-0.201627436,-0.456721835,0.552174283,1.338001755,-0.864140971,0.949654282,1.102920881,0.747484037,1.061703392,1.352250368,1.014774062,0.982460193,0.013052167,0.860279054,0.480068082,0.744355265,0.834844607,-0.19284564,-0.796225888,-0.930589803,-0.222336819,0.094730604,0.295781603,-0.245706071,1.727749195,-0.254810732,-0.521732634
IPB24D-52,4.82996615,1.741542334,-1.456754939,-0.41578298,-0.639501857,0.619954656,1.899723362,-1.335586877,1.674599967,1.494222529,1.065090388,1.500894725,2.004630333,1.362680882,0.508935791,0.535179157,1.632854051,0.078392273,1.853774651,0.122513451,-0.265929339,0.270751424,-0.678282683,1.008152588,0.094730604,-0.731938097,2.011755753,-0.804014797,1.556672784,-0.773011349
IPB24D-54,3.321928095,1.683001714,-1.946488328,-0.673045178,-0.716105157,0.38272335,2.046259434,-1.627433616,1.546290716,1.515762065,0.951659403,1.50485148,1.95054702,1.425936667,-0.153998371,0.590252721,1.516967801,-0.298178797,1.733682862,-0.179687646,-2.019938127,0.330829691,-0.572001538,0.277808008,3.481472405,0.144454643,1.110690072,-0.73494516,0.782079154,-0.752461641
IPB24D-56,5.551730526,-0.526517712,-0.142716396,-0.858004611,1.320234531,0.823295775,-0.957730031,1.425736964,0.333770728,-1.191039604,0.67375393,-1.070945039,-0.713056151,-0.867085554,0.319526031,-0.898324119,-0.883533082,0.580487034,-0.776807398,0.273613999,-0.594805987,-0.773112859,-0.903793829,1.25485463,1.788101505,-2.879740844,-0.049769641,-0.58094446,0.125167549,-0.762172895
IPB24E-170,3.961409081,1.241698218,1.796823121,1.605578484,-1.186943892,0.213272417,0.727434791,-0.527394216,0.506987869,1.059842024,0.032870257,1.409891243,0.196219551,1.45756456,-1.290456934,1.850400287,1.290713695,-1.302368318,1.49921794,-1.345320446,2.036207194,2.06130321,-0.954501812,-0.412138179,0.094730604,0.679203702,-0.314243506,-0.323711083,-0.405279789,0.324793969
