Sample group,Shannon index,Season,Year,SampleSize (log10),latitude,longitude,Terrain,Host genus,Annual Mean Temperature (Bio1),Mean Diurnal Range (Mean of monthly max temp - min temp) (Bio2),Isothermality (BIO2/BIO7) (x100) (Bio3),Temperature Seasonality (standard deviation x100) (Bio4),Max Temperature of Warmest Month (Bio5),Min Temperature of Coldest Month (Bio6),Temperature Annual Range (BIO5-BIO6) (Bio7),Mean Temperature of Wettest Quarter (Bio8),Mean Temperature of Driest Quarter (Bio9),Mean Temperature of Warmest Quarter (Bio10),Mean Temperature of Coldest Quarter (Bio11),Annual Precipitation (Bio12),Precipitation of Wettest Month (Bio13),Precipitation of Driest Month (Bio14),Precipitation Seasonality (Coefficient of Variation) (Bio15),Precipitation of Wettest Quarter (Bio16),Precipitation of Driest Quarter (Bio17),Precipitation of Warmest Quarter (Bio18),Precipitation of Coldest Quarter (Bio19),Global Mammal Richness (GMR),Global Railway (GR),Global Linear Hydrography (GLH),Human Footprint (HFT),Fractional Vegetation Cover (FVC),Normalized Difference Vegetation Index (NDVI),China GDP Spatial Distribution (GDP),China High-Resolution Ecological Environment Quality (CHEQ),China Population Spatial Distribution (PSD),Digital Elevation Model (DEM),landuseName Forest land closed canopy,landuseName High coverage grassland,landuseName Low coverage grassland,landuseName Medium coverage grassland,landuseName Other construction land,landuseName Other forest land,landuseName Paddy field,landuseName Reservoirs and ponds,landuseName Rivers and canals,landuseName Rural residential area,landuseName Shrubland,landuseName Sparse woodland,landuseName Urban built up area
IPB24B-14,4.636564138,Spring,2023,0.698970004,23.68,106.98,Plain,Pipistrellus,1.8332395830678427,-0.063037709,0.2668537284749396,-0.435006139,1.246726746048649,1.6124734730281782,-0.650017407,1.938565383331066,1.0692146638721591,1.3267390491811275,1.4187900771710635,0.07237206012056446,0.2991179886203656,-0.243626315,0.8126019913367498,0.5745752980013606,-0.29072179,0.7568473499672327,-0.470930456,0.8150847439226624,-0.749992461,-0.964916243,0.38880221548310623,-1.042802888,-1.885696444,-0.289140562,-0.387062782,-0.366244186,-0.643061836,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24B-15,4.221928095,Summer,2023,0.602059991,22.36,106.8,Plain,Tylonycteris,1.7942084578843527,-0.27411659,0.367055974991056,-0.671624583,0.9084896926556548,1.7596606308003993,-1.010237393,1.6402269850627138,1.1701833150096153,1.06117533988998,1.5299632135451566,-0.347796421,-0.331784729,-0.712138459,0.4451141538390366,-0.058596873,-0.589317665,0.09841275220773256,-0.727356107,0.8150847439226624,-0.438998186,1.7647333048972753,0.11982818629594957,-1.042802888,-0.981379699,-0.297612034,-0.114705975,-0.376477205,-0.617078257,0,0,0,0,0,1,0,0,0,0,0,0,0
IPB24B-2,3.664497779,Summer,2023,0.954242509,22.36,113.49,Mountain,Pipistrellus,1.746170122251718,-1.444644247,-0.423620198,-0.626073331,0.6379000499412593,1.90684778857262,-1.325429881,1.659270250508974,1.4983319721106083,1.0781265611819033,1.502170048565878,1.978256291373344,1.3401074732729155,0.5059931155790024,0.5167355412676772,1.6096741508938828,0.0825230523560495,1.8332447793479807,0.1273960622144652,-0.271544665,0.25358113478457683,-0.67948376,1.0139868177683484,0.09784198220882431,-0.810350533,2.0621636335629256,-0.821825071,1.6267868676635189,-0.786532629,0,0,0,0,0,0,0,0,0,0,0,0,0
IPB24B-3,4.801307266,Summer,2023,1.505149978,22.42,113.65,Plain,Hipposideros,1.5960494677147437,-1.828423297,-0.657520807,-0.648613175,0.4011341125661636,1.9313789815346574,-1.505539424,1.487884289211852,1.4442415460149338,0.9255686207133971,1.4187900771710635,1.4572473745405736,0.930020706591608,0.13118340033529682,0.4774308441503517,1.2077474686537013,-0.141423853,1.4152819477267329,-0.129029589,-2.046372699,-0.01940117,-0.6370237,0.49271017121016436,0.09784198220882431,0.9911849169197047,0.06653849921697305,-0.752696772,-0.049140967,-0.72714159,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24B-5,7.298034371,Spring,2023,1.447158031,31.35,118.45,Plain,Eptesicus,-0.597206277,-0.134996353,-0.849482318,1.3166926512769053,0.7055474606198578,-1.036895367,1.421247964651945,0.23740128065735047,-1.231431495,0.6035015184844602,-1.114372903,-0.781410294,-0.962687447,0.22488582914622324,-0.945369138,-0.956049601,0.530416863722976,-0.874925349,0.23424008337986943,-0.561312507,-0.71091269,-0.799178161,1.3304592440470617,-1.042802888,-1.213267,-0.100803772,-0.715850857,0.006960058510578146,-0.784374524,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24B-6,4.201841232,Spring,2023,1.113943352,31.36,118.46,Plain,Eptesicus,-0.60921577,-0.125402251,-0.844035323,1.3186079908751147,0.7055474606198578,-1.036895367,1.421247964651945,0.23105390636628834,-1.235037488,0.59220104330749,-1.118343338,-0.798217033,-0.962687447,0.22488582914622324,-0.94836095,-0.967061291,0.5055338742025912,-0.892101904,0.21287127914678858,-0.597533487,-0.688113343,-0.767917854,1.3304592440470617,1.8088092876740172,-1.883941149,-0.097816248,-1.0062006,0.01358142413699299,-0.785237766,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24B-8,6.864376179,Summer,2023,1.361727836,31.35,118.43,Plain,Eptesicus,-0.579191495,-0.163780386,-0.865822768,1.3195400815562681,0.7393711659591578,-1.012364174,1.421247964651945,0.26279153953698203,-1.220613367,0.6204527397763847,-1.102461431,-0.77132625,-0.962687447,0.3185882579571496,-0.949535551,-0.950543757,0.5552998532433608,-0.863474312,0.2556088876129503,-0.561312507,-0.732837459,-0.83013438,1.3304592440470617,1.8088092876740172,-0.372412523,-0.068759507,-0.97959123,0.07437759943407475,-0.785842035,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24B-9,5.592759956,Summer,2023,1.361727836,31.35,118.45,Plain,Pipistrellus,-0.597206277,-0.134996353,-0.849482318,1.3166926512769053,0.7055474606198578,-1.036895367,1.421247964651945,0.23740128065735047,-1.231431495,0.6035015184844602,-1.114372903,-0.781410294,-0.962687447,0.22488582914622324,-0.945369138,-0.956049601,0.530416863722976,-0.874925349,0.23424008337986943,-0.561312507,-0.71091269,-0.799178161,1.3304592440470617,-1.042802888,-1.213267,-0.100803772,-0.715850857,0.006960058510578146,-0.784374524,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-100,6.162430053,Summer,2023,1.414973348,31.35,118.43,Plain,Pipistrellus,-0.579191495,-0.163780386,-0.865822768,1.3195400815562681,0.7393711659591578,-1.012364174,1.421247964651945,0.26279153953698203,-1.220613367,0.6204527397763847,-1.102461431,-0.77132625,-0.962687447,0.3185882579571496,-0.949535551,-0.950543757,0.5552998532433608,-0.863474312,0.2556088876129503,-0.561312507,-0.732837459,-0.83013438,1.3304592440470617,1.8088092876740172,-0.372412523,-0.068759507,-0.97959123,0.07437759943407475,-0.785842035,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-102,7.200500809,Spring,2023,1.491361694,31.31,118.51,Plain,Myotis,-0.606213487,-0.250130183,-0.890358902,1.2826774267694798,0.6379000499412593,-1.012364174,1.3537067172159414,0.20566326662896595,-0.762647839,0.5639493468385953,-1.098491043,-0.784771642,-0.962687447,0.22488582914622324,-0.985593995,-0.972567136,0.530416863722976,-0.909278458,0.2556088876129503,-0.597533487,-0.611998474,-0.667855291,0.07134845652285661,-1.042802888,0.4933443088407117,-0.103586671,0.09270238198977922,0.0015425775435114546,-0.785928359,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24C-103,6.749858621,Spring,2023,1.477121255,31.31,118.51,Plain,Myotis,-0.606213487,-0.250130183,-0.890358902,1.2826774267694798,0.6379000499412593,-1.012364174,1.3537067172159414,0.20566326662896595,-0.762647839,0.5639493468385953,-1.098491043,-0.784771642,-0.962687447,0.22488582914622324,-0.985593995,-0.972567136,0.530416863722976,-0.909278458,0.2556088876129503,-0.597533487,-0.611998474,-0.667855291,0.07134845652285661,-1.042802888,0.4933443088407117,-0.103586671,0.09270238198977922,0.0015425775435114546,-0.785928359,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24C-104,7.253593198,Spring,2023,1.477121255,31.31,118.51,Plain,Myotis,-0.606213487,-0.250130183,-0.890358902,1.2826774267694798,0.6379000499412593,-1.012364174,1.3537067172159414,0.20566326662896595,-0.762647839,0.5639493468385953,-1.098491043,-0.784771642,-0.962687447,0.22488582914622324,-0.985593995,-0.972567136,0.530416863722976,-0.909278458,0.2556088876129503,-0.597533487,-0.611998474,-0.667855291,0.07134845652285661,-1.042802888,0.4933443088407117,-0.103586671,0.09270238198977922,0.0015425775435114546,-0.785928359,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24C-106,6.460688108,Summer,2023,1.447158031,31.35,118.43,Plain,Myotis,-0.579191495,-0.163780386,-0.865822768,1.3195400815562681,0.7393711659591578,-1.012364174,1.421247964651945,0.26279153953698203,-1.220613367,0.6204527397763847,-1.102461431,-0.77132625,-0.962687447,0.3185882579571496,-0.949535551,-0.950543757,0.5552998532433608,-0.863474312,0.2556088876129503,-0.561312507,-0.732837459,-0.83013438,1.3304592440470617,1.8088092876740172,-0.372412523,-0.068759507,-0.97959123,0.07437759943407475,-0.785842035,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-107,6.227831381,Summer,2023,1.447158031,31.35,118.43,Plain,Myotis,-0.579191495,-0.163780386,-0.865822768,1.3195400815562681,0.7393711659591578,-1.012364174,1.421247964651945,0.26279153953698203,-1.220613367,0.6204527397763847,-1.102461431,-0.77132625,-0.962687447,0.3185882579571496,-0.949535551,-0.950543757,0.5552998532433608,-0.863474312,0.2556088876129503,-0.561312507,-0.732837459,-0.83013438,1.3304592440470617,1.8088092876740172,-0.372412523,-0.068759507,-0.97959123,0.07437759943407475,-0.785842035,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-108,6.41197818,Summer,2023,1.447158031,31.35,118.43,Plain,Myotis,-0.579191495,-0.163780386,-0.865822768,1.3195400815562681,0.7393711659591578,-1.012364174,1.421247964651945,0.26279153953698203,-1.220613367,0.6204527397763847,-1.102461431,-0.77132625,-0.962687447,0.3185882579571496,-0.949535551,-0.950543757,0.5552998532433608,-0.863474312,0.2556088876129503,-0.561312507,-0.732837459,-0.83013438,1.3304592440470617,1.8088092876740172,-0.372412523,-0.068759507,-0.97959123,0.07437759943407475,-0.785842035,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-109,6.888252502,Summer,2023,1.447158031,31.35,118.43,Plain,Myotis,-0.579191495,-0.163780386,-0.865822768,1.3195400815562681,0.7393711659591578,-1.012364174,1.421247964651945,0.26279153953698203,-1.220613367,0.6204527397763847,-1.102461431,-0.77132625,-0.962687447,0.3185882579571496,-0.949535551,-0.950543757,0.5552998532433608,-0.863474312,0.2556088876129503,-0.561312507,-0.732837459,-0.83013438,1.3304592440470617,1.8088092876740172,-0.372412523,-0.068759507,-0.97959123,0.07437759943407475,-0.785842035,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-110,6.549452668,Summer,2023,1.447158031,31.35,118.43,Plain,Myotis,-0.579191495,-0.163780386,-0.865822768,1.3195400815562681,0.7393711659591578,-1.012364174,1.421247964651945,0.26279153953698203,-1.220613367,0.6204527397763847,-1.102461431,-0.77132625,-0.962687447,0.3185882579571496,-0.949535551,-0.950543757,0.5552998532433608,-0.863474312,0.2556088876129503,-0.561312507,-0.732837459,-0.83013438,1.3304592440470617,1.8088092876740172,-0.372412523,-0.068759507,-0.97959123,0.07437759943407475,-0.785842035,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-111,6.526717226,Summer,2023,1.477121255,31.35,118.43,Plain,Myotis,-0.579191495,-0.163780386,-0.865822768,1.3195400815562681,0.7393711659591578,-1.012364174,1.421247964651945,0.26279153953698203,-1.220613367,0.6204527397763847,-1.102461431,-0.77132625,-0.962687447,0.3185882579571496,-0.949535551,-0.950543757,0.5552998532433608,-0.863474312,0.2556088876129503,-0.561312507,-0.732837459,-0.83013438,1.3304592440470617,1.8088092876740172,-0.372412523,-0.068759507,-0.97959123,0.07437759943407475,-0.785842035,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-112,6.429991864,Summer,2023,1.414973348,31.35,118.45,Plain,Nyctalus,-0.597206277,-0.134996353,-0.849482318,1.3166926512769053,0.7055474606198578,-1.036895367,1.421247964651945,0.23740128065735047,-1.231431495,0.6035015184844602,-1.114372903,-0.781410294,-0.962687447,0.22488582914622324,-0.945369138,-0.956049601,0.530416863722976,-0.874925349,0.23424008337986943,-0.561312507,-0.71091269,-0.799178161,1.3304592440470617,-1.042802888,-1.213267,-0.100803772,-0.715850857,0.006960058510578146,-0.784374524,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-114,6.81198037,Spring,2023,1.414973348,31.35,118.45,Plain,Nyctalus,-0.597206277,-0.134996353,-0.849482318,1.3166926512769053,0.7055474606198578,-1.036895367,1.421247964651945,0.23740128065735047,-1.231431495,0.6035015184844602,-1.114372903,-0.781410294,-0.962687447,0.22488582914622324,-0.945369138,-0.956049601,0.530416863722976,-0.874925349,0.23424008337986943,-0.561312507,-0.71091269,-0.799178161,1.3304592440470617,-1.042802888,-1.213267,-0.100803772,-0.715850857,0.006960058510578146,-0.784374524,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-115,6.447882543,Spring,2023,1.414973348,31.35,118.45,Plain,Nyctalus,-0.597206277,-0.134996353,-0.849482318,1.3166926512769053,0.7055474606198578,-1.036895367,1.421247964651945,0.23740128065735047,-1.231431495,0.6035015184844602,-1.114372903,-0.781410294,-0.962687447,0.22488582914622324,-0.945369138,-0.956049601,0.530416863722976,-0.874925349,0.23424008337986943,-0.561312507,-0.71091269,-0.799178161,1.3304592440470617,-1.042802888,-1.213267,-0.100803772,-0.715850857,0.006960058510578146,-0.784374524,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-119,6.142664356,Summer,2023,1.278753601,30.88,119.9,Plain,Eptesicus,-0.621225264,-0.509181877,-0.98311958,1.1537098347450467,0.5702526392626607,-0.889708209,1.1961106983360903,0.9864219156179933,0.3732511093205787,0.47919561350249457,-1.015110953,-0.72426738,-0.71032636,0.5996955443899288,-0.655217221,-0.862450237,0.5055338742025912,-0.737512911,0.7043537765076481,-0.488870546,-0.674403765,0.08169785567283953,-0.002458634,-1.042802888,0.550586904426815,-0.069086907,-0.411738515,-0.095370138,-0.788863382,0,0,0,0,0,0,0,0,1,0,0,0,0
IPB24C-120,6.455582945,Summer,2023,1.204119983,30.96,119.89,Plain,Eptesicus,-0.612218054,-0.355669681,-0.918221397,1.1989716713934828,0.6379000499412593,-0.914239402,1.263651720634603,1.0372024333772552,0.3552210394092554,0.5243975142103764,-1.030992955,-0.801578381,-0.741871496,0.5059931155790024,-0.607366674,-0.867956082,0.406001916121052,-0.743238429,0.6402473638084055,-0.561312507,-0.761548911,0.263959778689219,0.5333466414661072,-1.042802888,-0.603960803,-0.099043998,-0.508876005,-0.137506101,-0.788863382,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24C-122,5.247927513,Summer,2023,1.255272505,30.92,119.69,Mesa,Pipistrellus,-0.654251823,-0.317291776,-0.887610428,1.1792860647314336,0.5702526392626607,-0.938770595,1.2411379714892679,0.9610308950229788,-0.708557304,0.4565939851132626,-1.05084525,-0.744435468,-0.7891892,0.412290686768076,-0.791051118,-0.934026222,0.48065088468220646,-0.811944648,0.5975097553422438,-0.416428586,-0.78897779,0.4658897219465558,0.2723633086114799,-1.042802888,-0.05367822,-0.104609796,-0.430824492,-0.145331351,-0.774274595,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24C-123,3.807354922,Summer,2023,0.77815125,30.9,119.94,Plain,Myotis,-0.597206277,-0.557153826,-0.995031385,1.1597159766665837,0.5702526392626607,-0.840645823,1.1510829749079292,1.0181595487886856,0.38046331037447156,0.5074466319360976,-0.999229093,-0.737712772,-0.726098928,0.5996955443899288,-0.652832409,-0.867956082,0.45576789516182165,-0.743238429,0.7470913849738098,-0.488870546,-0.752861452,0.07947625127161193,0.06417222917826579,0.09784198220882431,0.829687128456246,-0.105837545,-0.400093008,-0.147137178,-0.789381327,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24C-124,3.121928095,Summer,2023,0.602059991,30.94,119.78,Mesa,Nyctalus,-0.64374329,-0.370061065,-0.910012635,1.1707378948218798,0.5702526392626607,-0.914239402,1.2186242223439328,0.9737260244627939,-0.690527126,0.46789446029023274,-1.038933778,-0.744435468,-0.741871496,0.412290686768076,-0.665236626,-0.856944392,0.48065088468220646,-0.731787393,0.5975097553422438,-0.452649566,-0.763660593,0.3710525694544747,0.42123031104398934,0.09784198220882431,1.1292263596092131,-0.086398177,-0.968423309,-0.120049773,-0.787654843,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-125,6.558967328,Summer,2023,1.414973348,31.35,118.45,Plain,Pipistrellus,-0.597206277,-0.134996353,-0.849482318,1.3166926512769053,0.7055474606198578,-1.036895367,1.421247964651945,0.23740128065735047,-1.231431495,0.6035015184844602,-1.114372903,-0.781410294,-0.962687447,0.22488582914622324,-0.945369138,-0.956049601,0.530416863722976,-0.874925349,0.23424008337986943,-0.561312507,-0.71091269,-0.799178161,1.3304592440470617,-1.042802888,-1.213267,-0.100803772,-0.715850857,0.006960058510578146,-0.784374524,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-126,6.209533099,Summer,2023,1.414973348,31.35,118.45,Plain,Pipistrellus,-0.597206277,-0.134996353,-0.849482318,1.3166926512769053,0.7055474606198578,-1.036895367,1.421247964651945,0.23740128065735047,-1.231431495,0.6035015184844602,-1.114372903,-0.781410294,-0.962687447,0.22488582914622324,-0.945369138,-0.956049601,0.530416863722976,-0.874925349,0.23424008337986943,-0.561312507,-0.71091269,-0.799178161,1.3304592440470617,-1.042802888,-1.213267,-0.100803772,-0.715850857,0.006960058510578146,-0.784374524,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-127,6.019325124,Summer,2023,1.414973348,31.35,118.45,Plain,Pipistrellus,-0.597206277,-0.134996353,-0.849482318,1.3166926512769053,0.7055474606198578,-1.036895367,1.421247964651945,0.23740128065735047,-1.231431495,0.6035015184844602,-1.114372903,-0.781410294,-0.962687447,0.22488582914622324,-0.945369138,-0.956049601,0.530416863722976,-0.874925349,0.23424008337986943,-0.561312507,-0.71091269,-0.799178161,1.3304592440470617,-1.042802888,-1.213267,-0.100803772,-0.715850857,0.006960058510578146,-0.784374524,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-128,4.627986807,Summer,2023,1.414973348,31.35,118.45,Plain,Pipistrellus,-0.597206277,-0.134996353,-0.849482318,1.3166926512769053,0.7055474606198578,-1.036895367,1.421247964651945,0.23740128065735047,-1.231431495,0.6035015184844602,-1.114372903,-0.781410294,-0.962687447,0.22488582914622324,-0.945369138,-0.956049601,0.530416863722976,-0.874925349,0.23424008337986943,-0.561312507,-0.71091269,-0.799178161,1.3304592440470617,-1.042802888,-1.213267,-0.100803772,-0.715850857,0.006960058510578146,-0.784374524,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-21,3.321928095,Spring,2023,0.301029996,24.92,110.31,Mountain,Myotis,0.49266690827130605,-0.653098589,-0.611985538,0.3151275386436482,0.6717237552805579,0.3859138249263361,0.09293676507719627,-0.460837694,0.3299787684440392,0.6939063369531613,0.15220876575453982,1.4471633309889715,1.6555588322585368,1.9115295477428984,0.061881203066269395,1.3068526779731982,1.575502423579138,0.3732376277943065,1.8582692050940137,0.6339798424941201,-0.302083938,0.06995243222289067,-0.725712537,-0.472480453,0.33980019048886057,-0.273507217,0.3234438829673332,-0.295816933,-0.454270847,0,0,0,0,0,0,0,0,0,0,0,1,0
IPB24C-22,3.418295834,Autumn,2023,0.698970004,23.07,111.02,Hill,Pipistrellus,1.5720304800426348,-0.264521912,0.07699248484613172,-0.41153343,0.9423133979949547,1.342630350445773,-0.604989233,1.3355412125032995,1.2423040273783172,1.0555252718103172,1.2321776014208188,0.8152299350885791,0.7092047553016732,0.3185882579571496,0.19110250564781237,0.5470460731903893,0.28158696851912796,0.4018652190012413,0.7043537765076481,-0.126660744,0.8135735840754015,-0.25095663,-0.838366661,0.09784198220882431,1.1292263596092131,-0.285252688,0.3991483720838053,-0.287389741,-0.617509878,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24C-23,3.906890596,Autumn,2023,0.477121255,23.07,111.02,Hill,Myotis,1.5720304800426348,-0.264521912,0.07699248484613172,-0.41153343,0.9423133979949547,1.342630350445773,-0.604989233,1.3355412125032995,1.2423040273783172,1.0555252718103172,1.2321776014208188,0.8152299350885791,0.7092047553016732,0.3185882579571496,0.19110250564781237,0.5470460731903893,0.28158696851912796,0.4018652190012413,0.7043537765076481,-0.126660744,0.8135735840754015,-0.25095663,-0.838366661,0.09784198220882431,1.1292263596092131,-0.285252688,0.3991483720838053,-0.287389741,-0.617509878,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24C-24,2,Summer,2023,0.301029996,22.17,112.11,Mountain,Nyctalus,1.5134836121231912,-1.036878214,-0.055029673,-0.746246142,0.3673104072268637,1.7105982448763257,-1.325429431,1.0372024333772552,1.3901511199192593,0.7617098660502749,1.4029083366767583,2.5564081216651924,2.0814181668891254,0.22488582914622324,0.48380073940386115,1.8574371741926248,0.30646995803951277,1.936304107692946,0.38382171301143536,-0.343986625,-0.319239248,1.0739118914778105,-0.745003927,0.09784198220882431,0.37120516478695625,-0.255377447,0.5524280142313047,-0.221176084,-0.535933525,0,0,0,0,0,0,0,0,0,0,0,0,0
IPB24C-25,3.700439718,Summer,2023,0.954242509,22.83,112.8,Mountain,Pipistrellus,1.5990521113900698,-0.926541666,-0.245558312,-0.477017003,0.8070185766377551,1.5879422800661414,-0.920181946,1.2784125587375912,1.3108184228583688,1.0498748647130098,1.3036463865591494,1.5580878100565936,1.0404286822365754,0.9745052596336344,0.09933005023730074,1.0811130345232332,0.48065088468220646,1.0717508532435154,0.576140951109163,-0.199102704,-0.286848288,-0.753743528,0.5407758536354896,0.09784198220882431,-0.421819772,0.025490737394505393,-0.939183708,-0.177234294,-0.76736866,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24C-26,4.247927513,Summer,2023,0.954242509,22.87,112.8,Plain,Pipistrellus,1.6455891251850412,-0.950527842,-0.265498041,-0.46660228,0.840842281977055,1.6124734730281782,-0.920181496,1.3291930764968543,1.3396667943505316,1.1063775796155075,1.3314395515384276,1.4538860266900395,0.9773384104394511,0.9745052596336344,0.06911733841174135,0.9875136701659306,0.5055338742025912,0.9629660066571631,0.5975097553422438,-0.199102704,-0.339696163,-0.810534263,1.0287191658934922,1.8088092876740172,-2.258736568,0.12211463137540883,-1.197554839,-0.101389561,-0.787568519,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-27,1.584962501,Summer,2023,0.602059991,22.87,112.8,Plain,Hypsugo,1.6455891251850412,-0.950527842,-0.265498041,-0.46660228,0.840842281977055,1.6124734730281782,-0.920181496,1.3291930764968543,1.3396667943505316,1.1063775796155075,1.3314395515384276,1.4538860266900395,0.9773384104394511,0.9745052596336344,0.06911733841174135,0.9875136701659306,0.5055338742025912,0.9629660066571631,0.5975097553422438,-0.199102704,-0.339696163,-0.810534263,1.0287191658934922,1.8088092876740172,-2.258736568,0.12211463137540883,-1.197554839,-0.101389561,-0.787568519,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-28,5.376629167,Summer,2023,0.602059991,23.12,115.21,Mountain,Hipposideros,1.313823660404336,-0.955324893,-0.115373686,-0.620099163,0.2996629965482651,1.4652863152559572,-1.145319438,1.202241020383315,1.2278800579939404,0.6713053865992198,1.2083549906793614,0.9799359797647452,0.4252985322146141,0.13118340033529682,0.001954056879128945,0.5910928328879435,0.0825230523560495,0.7740239046913936,0.5120345384099204,-0.271544665,0.38725241270107574,0.3751331838850514,-0.607862012,0.09784198220882431,1.1292263596092131,-0.241667577,-0.004192581,-0.262108163,-0.625106406,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24C-29,2.807354922,Summer,2023,0.602059991,23.34,114.46,Mountain,Pipistrellus,1.5239921444100002,-0.581139945,-0.082879627,-0.458739589,0.7731948712984577,1.3671615434078097,-0.740071953,1.1768499997883004,1.2531221125974523,0.9877214036955576,1.240118709896461,1.4606087223911075,1.1350640899322617,0.5059931155790024,0.10240318217871548,1.037066274825679,0.3562359370802824,0.991593597864098,0.8539354061392139,-0.235323684,-0.802749658,-0.930395108,0.275074555494835,-1.042802888,1.1292263596092131,-0.239089303,-0.013253108,-0.224185796,-0.759167862,0,0,0,1,0,0,0,0,0,0,0,0,0
IPB24C-30,5.07214016,Spring,2023,1.255272505,23.31,114.4,Mountain,Rhinolophus,0.9024942631305718,-0.811407951,-0.14984892,-0.538120153,0.09672076451246811,1.0727872278633677,-0.920181496,0.48495878030875017,0.9321856565503517,0.3548890304852373,0.8827759753472556,1.7496846375370319,1.2770172014757912,0.5996955443899288,0.11602373429527278,1.202241623691507,0.3811189266006672,1.2778695099334458,0.9180418188384565,-0.162881724,-0.73478814,-0.787158327,-1.193539362,-0.472480453,0.6315702324754636,-0.242608852,2.303005648513916,-0.234418816,-0.248905615,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24C-32,6.436704346,Spring,2023,0.301029996,24.88,115.94,Mountain,Pipistrellus,0.8184270857013564,0.23439154370266466,-0.010863067,-0.063852157,0.8746659873163549,0.5085697897365203,0.11545051422253132,-0.251366344,0.6364912551067631,0.6826055227585452,0.5571969600151495,0.5631288462985289,0.10984717322899289,0.5996955443899288,-0.500335766,0.20568368553434485,0.7792467589268242,-0.474139072,1.3454179035000735,0.0906651382084933,0.27418135930561527,-0.548139385,-0.260862558,0.09784198220882431,-0.376370684,-0.287339862,-0.715835253,-0.343370377,-0.488282575,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24C-58,0.918295834,Summer,2023,1.505149978,31.36,118.45,Plain,Pipistrellus,-0.607714449,-0.1206052,-0.841311932,1.3208585406884124,0.7055474606198578,-1.036895367,1.421247964651945,0.23740128065735047,-1.235037488,0.5978511113871529,-1.118343338,-0.798217033,-0.946914879,0.22488582914622324,-0.924713479,-0.956049601,0.5055338742025912,-0.880650867,0.21287127914678858,-0.597533487,-0.698628055,-0.783788206,1.3304592440470617,1.8088092876740172,-1.384393912,-0.100803772,-0.863743925,0.006960058510578146,-0.785237766,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-59,1,Summer,2023,1.505149978,31.36,118.45,Plain,Pipistrellus,-0.607714449,-0.1206052,-0.841311932,1.3208585406884124,0.7055474606198578,-1.036895367,1.421247964651945,0.23740128065735047,-1.235037488,0.5978511113871529,-1.118343338,-0.798217033,-0.946914879,0.22488582914622324,-0.924713479,-0.956049601,0.5055338742025912,-0.880650867,0.21287127914678858,-0.597533487,-0.698628055,-0.783788206,1.3304592440470617,1.8088092876740172,-1.384393912,-0.100803772,-0.863743925,0.006960058510578146,-0.785237766,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-60,2.584962501,Summer,2023,1.505149978,31.36,118.45,Plain,Pipistrellus,-0.607714449,-0.1206052,-0.841311932,1.3208585406884124,0.7055474606198578,-1.036895367,1.421247964651945,0.23740128065735047,-1.235037488,0.5978511113871529,-1.118343338,-0.798217033,-0.946914879,0.22488582914622324,-0.924713479,-0.956049601,0.5055338742025912,-0.880650867,0.21287127914678858,-0.597533487,-0.698628055,-0.783788206,1.3304592440470617,1.8088092876740172,-1.384393912,-0.100803772,-0.863743925,0.006960058510578146,-0.785237766,0,0,0,0,1,0,0,0,0,0,0,0,0
